Date,Close/Last,Volume,Open,High,Low,Rise/Fall
2022-07-01,282.13,56675110,278.95,282.53,277.03,1
2022-06-30,280.28,79313580,280.75,283.9441,275.78,0
2022-06-29,283.8,57302730,283.4,285.34,280.84,1
2022-06-28,283.54,61867060,293.0,295.65,283.35,0
2022-06-27,292.45,54151450,296.0,296.5799,291.29,0
2022-06-24,294.61,58422260,287.74,295.04,287.5001,1
2022-06-23,284.85,57457800,283.21,285.72,280.31,1
2022-06-22,280.67,67472920,278.52,285.18,277.91,1
2022-06-21,281.08,51633740,278.75,283.45,278.64,1
2022-06-17,274.69,82703400,272.18,277.19,270.5119,1
2022-06-16,271.39,81910300,275.59,276.06,269.28,0
2022-06-15,282.8,86051430,279.415,286.83,276.61,1
2022-06-14,275.91,64697520,277.66,278.66,273.3375,0
2022-06-13,275.41,94442010,279.75,282.34,274.53,0
2022-06-10,288.84,85963460,293.65,294.87,288.384,0
2022-06-09,299.4,55900480,305.91,309.05,299.23,0
2022-06-08,307.64,38342060,309.05,311.72,306.77,0
2022-06-07,309.87,44900290,303.81,310.67,302.6886,1
2022-06-06,307.22,51785010,310.75,312.35,305.62,0
2022-06-03,306.2,60914680,309.03,310.47,304.92,0
2022-06-02,314.38,59291330,304.85,314.56,303.4001,1
2022-06-01,306.0,65341650,310.47,312.65,303.73,0
2022-05-31,308.28,60968330,309.07,311.33,304.33,0
2022-05-27,309.1,66985600,302.54,309.25,302.42,1
2022-05-26,299.33,59462230,290.44,300.92,290.15,1
2022-05-25,291.26,67144550,285.71,293.39,285.5,1
2022-05-24,287.24,73491120,288.125,288.86,282.25,0
2022-05-23,293.48,63648400,289.75,293.87,287.29,1
2022-05-20,288.68,91764170,293.13,293.8,280.21,0
2022-05-19,289.58,79920710,289.29,294.39,287.58,1
2022-05-18,291.14,79477110,301.54,302.25,289.85,0
2022-05-17,306.17,62715290,304.45,306.56,300.55,1
2022-05-16,298.44,59190430,300.15,302.26,297.13,0
2022-05-13,301.94,83684930,295.72,302.999,294.0825,1
2022-05-12,291.15,120910900,287.45,295.75,284.94,1
2022-05-11,291.84,140326100,298.44,304.09,290.95,0
2022-05-10,300.76,124124600,304.51,305.76,296.57,0
2022-05-09,297.15,113387300,303.48,309.3487,295.72,0
2022-05-06,309.25,139572800,310.95,315.09,305.105,0
2022-05-05,313.0,154607400,325.17,325.25,309.62,0
2022-05-04,329.6,116083400,319.31,330.29,313.891,1
2022-05-03,318.82,78185530,318.5,321.17,315.98,1
2022-05-02,318.48,115511800,312.83,318.72,309.645,1
2022-04-29,313.25,91977860,323.7,327.225,312.6,0
2022-04-28,328.01,99449960,321.85,329.89,317.52,1
2022-04-27,316.76,111204200,317.24,322.88,315.0,0
2022-04-26,317.14,105819600,327.47,327.66,316.855,0
2022-04-25,329.58,101755900,323.73,329.9,322.43,1
2022-04-22,325.4,82562150,334.31,335.56,324.96,0
2022-04-21,334.15,75801010,345.19,347.87,333.2,0
2022-04-20,341.21,65500020,347.09,347.56,339.96,0
2022-04-19,346.26,56515680,338.03,346.85,336.98,1
2022-04-18,338.69,58560560,337.35,341.04,335.791,1
2022-04-14,338.43,73519370,346.44,346.97,338.21,0
2022-04-13,346.35,61367760,339.8,347.43,339.06,1
2022-04-12,339.45,72790220,345.76,347.69,338.035,0
2022-04-11,340.89,66107400,344.81,345.75,340.535,0
2022-04-08,349.15,61956090,352.32,353.09,348.5,0
2022-04-07,354.1,63777370,352.24,356.35,348.69,1
2022-04-06,353.26,90077070,355.65,356.78,350.56,0
2022-04-05,361.1,62738660,367.81,368.54,359.93,0
2022-04-04,369.3,45950170,362.71,369.31,362.44,1
2022-04-01,361.85,54527760,362.81,363.61,358.59,0
2022-03-31,362.54,67011410,367.24,367.6,361.68,0
2022-03-30,367.09,68757710,369.275,370.98,365.57,0
2022-03-29,371.19,68072960,368.9,371.83,366.06,1
2022-03-28,364.91,56833870,359.34,365.01,358.07,1
2022-03-25,359.35,57584160,359.59,360.67,354.9438,0
2022-03-24,359.65,53555250,353.8,359.7,351.5939,1
2022-03-23,351.83,70615460,354.01,357.66,351.77,0
2022-03-22,356.96,63345930,350.59,357.85,350.2,1
2022-03-21,350.08,73799070,350.2,352.48,345.575,0
2022-03-18,351.49,85446350,342.74,351.79,341.55,1
2022-03-17,344.44,67809950,338.37,344.5,337.0406,1
2022-03-16,340.32,105243000,332.17,340.44,328.401,1
2022-03-15,328.15,76470990,320.88,328.95,319.23,1
2022-03-14,318.17,79802610,323.13,326.59,317.45,0
2022-03-11,324.4,66228430,334.32,334.64,323.9,0
2022-03-10,331.27,69362710,330.82,332.51,326.71,1
2022-03-09,334.99,64723370,331.75,336.38,329.09,1
2022-03-08,323.35,116153900,324.05,333.21,319.94,0
2022-03-07,324.86,89933790,337.29,338.48,324.65,0
2022-03-04,337.3,77009760,339.84,341.31,334.92,0
2022-03-03,342.26,71089390,349.93,350.04,340.35,0
2022-03-02,347.22,70609020,343.08,348.59,340.24,1
2022-03-01,341.49,67407000,345.75,348.078,338.9,0
2022-02-28,346.8,77515540,342.51,348.54,341.32,1
2022-02-25,345.77,78842090,341.31,345.98,337.39,1
2022-02-24,340.49,130614100,318.84,341.04,318.26,1
2022-02-23,329.42,86215370,341.32,342.183,329.1,0
2022-02-22,338.08,85967100,338.49,344.04,334.35,0
2022-02-18,341.51,80001510,346.41,346.81,339.14,0
2022-02-17,345.45,61801350,352.74,353.46,345.02,0
2022-02-16,356.04,58947090,353.82,357.0896,350.71,1
2022-02-15,356.13,55390810,352.91,356.37,351.82,1
2022-02-14,347.49,80254440,346.49,350.98,343.89,1
2022-02-11,347.06,101569100,358.43,360.07,345.8,0
2022-02-10,358.43,112468500,359.52,366.4885,356.54,0
2022-02-09,366.73,55766420,363.76,366.81,362.12,1
2022-02-08,359.12,64720900,353.96,360.24,352.8,1
2022-02-07,355.13,58198090,358.62,361.05,353.84,0
2022-02-04,358.01,86318300,354.08,361.4,351.97,1
2022-02-03,353.55,95384770,358.53,361.93,352.46,0
2022-02-02,368.49,78777140,369.76,370.1,364.285,0
2022-02-01,365.52,74433020,364.43,366.19,359.14,1
2022-01-31,363.05,94326390,353.2,363.65,351.52,1
2022-01-28,351.8,108167900,343.03,352.02,337.95,1
2022-01-27,341.1,95255660,349.4,351.27,340.05,0
2022-01-26,344.57,146559500,352.91,356.88,340.78,0
2022-01-25,345.11,124398400,346.67,351.0295,341.68,0
2022-01-24,353.3,199448100,345.905,353.98,334.15,1
2022-01-21,351.69,143388900,359.47,362.18,351.4,0
2022-01-20,361.72,88610680,369.79,373.87,361.17,0
2022-01-19,366.48,81791480,372.15,374.69,366.21,0
2022-01-18,370.55,75812300,374.04,376.22,369.7704,0
2022-01-14,380.01,80121210,375.07,380.35,374.86,1
2022-01-13,377.66,77993960,388.77,389.47,376.7,0
2022-01-12,387.35,54576370,388.46,390.2,385.01,0
2022-01-11,385.82,68295700,379.355,385.9899,377.2182,1
2022-01-10,380.11,91770500,374.82,380.64,369.31,1
2022-01-07,379.86,72652300,384.03,385.76,378.04,0
2022-01-06,384.02,70814320,382.42,387.35,380.13,1
2022-01-05,384.29,75739850,394.74,395.89,384.03,0
2022-01-04,396.47,58027210,402.24,402.28,393.288,0
2022-01-03,401.68,40575850,399.05,401.94,396.88,1
2021-12-31,397.85,34752880,399.66,401.0589,397.34,0
2021-12-30,400.35,23850070,401.33,403.5699,399.75,0
2021-12-29,401.55,32248480,401.75,403.05,399.11,0
2021-12-28,401.61,33113730,404.4,404.58,400.71,0
2021-12-27,403.48,32820710,398.25,403.48,398.2194,1
2021-12-23,396.92,29595540,394.31,398.425,394.14,1
2021-12-22,393.95,37042200,388.91,394.16,388.23,1
2021-12-21,389.21,48899480,384.05,389.53,380.201,1
2021-12-20,380.69,65336830,379.565,381.5,377.47,1
2021-12-17,384.91,81642850,383.33,389.19,381.77,1
2021-12-16,386.84,82591370,398.04,398.475,385.21,0
2021-12-15,397.05,73858030,387.94,397.4198,383.88,1
2021-12-14,388.2,75199180,387.3,390.09,383.63,1
2021-12-13,392.26,50166410,398.0,398.325,391.88,0
2021-12-10,398.01,52545770,396.62,398.28,393.36,1
2021-12-09,393.73,49973710,398.35,400.2,393.5299,0
2021-12-08,399.61,39204040,398.17,399.82,396.22,1
2021-12-07,397.83,56005260,393.03,398.46,392.99,1
2021-12-06,386.2,67588800,383.63,387.6,379.3,1
2021-12-03,383.13,105349100,391.31,392.34,378.9,0
2021-12-02,389.91,84416620,385.8,391.74,384.34,1
2021-12-01,387.12,78379250,398.28,400.48,386.64,0
2021-11-30,393.82,81332690,398.78,401.19,391.75,0
2021-11-29,399.69,54447110,395.89,400.73,395.14,1
2021-11-26,391.2,51533310,396.11,397.54,389.77,0
2021-11-24,398.76,46954380,394.93,399.05,392.54,1
2021-11-23,397.48,70098740,398.11,400.23,392.92,0
2021-11-22,399.3,61715370,405.57,408.71,399.19,0
2021-11-19,403.99,45191720,403.43,405.3,402.58,1
2021-11-18,401.75,45721520,399.73,402.27,397.45,1
2021-11-17,397.63,28703260,397.75,399.7196,396.64,0
2021-11-16,397.42,27872940,393.86,397.93,393.66,1
2021-11-15,394.61,33716860,395.91,396.24,392.095,0
2021-11-12,394.7,34730560,391.77,395.25,390.13,1
2021-11-11,390.59,32242980,392.57,392.75,390.24,0
2021-11-10,389.51,54937390,392.47,395.36,387.53,0
2021-11-09,395.32,50490720,399.16,399.57,393.92,0
2021-11-08,398.06,29256270,398.57,399.62,397.4,0
2021-11-05,398.6,43383800,400.04,400.99,397.16,0
2021-11-04,398.22,40265310,394.48,399.2,393.92,1
2021-11-03,393.18,33748900,389.55,393.61,388.48,1
2021-11-02,389.05,25135290,386.8,389.54,386.75,1
2021-11-01,387.43,30765300,386.56,387.56,384.42,1
2021-10-29,386.11,37310120,381.06,386.28,380.7,1
2021-10-28,384.22,38007010,381.95,384.48,381.155,1
2021-10-27,380.0,45760500,379.58,383.15,379.31,1
2021-10-26,379.12,47191280,380.23,382.71,377.905,0
2021-10-25,377.93,32597800,375.56,378.87,373.56,1
2021-10-22,374.1,36275820,375.98,376.97,372.385,0
2021-10-21,377.27,25469280,374.16,377.47,373.85,1
2021-10-20,374.98,31390340,375.94,376.565,373.46,0
2021-10-19,375.47,29090960,373.75,375.52,372.6974,1
2021-10-18,372.65,34513510,367.61,372.87,366.99,1
2021-10-15,368.94,40419880,367.88,369.06,366.82,1
2021-10-14,366.63,43433870,363.69,366.85,363.01,1
2021-10-13,360.0,40120800,359.51,360.69,357.43,1
2021-10-12,357.14,43905100,359.88,360.33,356.48,0
2021-10-11,358.39,34847180,359.58,363.2,358.3,0
2021-10-08,361.16,41822310,364.08,364.3166,360.61,0
2021-10-07,362.97,39411170,362.8,365.69,362.25,1
2021-10-06,359.67,56806540,354.08,359.95,353.15,1
2021-10-05,357.38,47232900,353.71,359.69,353.48,1
2021-10-04,352.62,76766010,358.52,358.86,350.32,0
2021-10-01,360.18,56375490,358.6,361.25,354.38,1
2021-09-30,357.96,61384580,360.97,362.68,357.1,0
2021-09-29,359.28,58076620,361.17,363.37,358.635,0
2021-09-28,359.87,97701630,365.67,370.302,359.35,0
2021-09-27,370.35,43338080,370.2,371.2516,367.73,1
2021-09-24,373.33,36056800,370.65,373.76,370.27,1
2021-09-23,372.98,44652000,370.76,374.04,370.099,1
2021-09-22,369.57,46972920,367.09,371.07,365.9584,1
2021-09-21,366.15,41927480,367.58,368.81,364.99,0
2021-09-20,365.7,76203200,367.46,369.25,360.93,0
2021-09-17,373.83,60912270,377.82,377.87,372.76,0
2021-09-16,378.31,35193080,376.68,378.9,374.695,1
2021-09-15,378.05,34097870,375.73,378.41,373.37,1
2021-09-14,375.26,41826620,377.86,378.61,374.28,0
2021-09-13,376.33,48741780,378.99,379.43,374.22,0
2021-09-10,376.59,40249410,381.23,381.97,376.245,0
2021-09-09,379.47,29398980,381.01,382.15,379.22,0
2021-09-08,380.78,32949160,381.93,381.93,378.45,0
2021-09-07,382.11,23970200,381.68,382.778,380.4882,1
2021-09-03,381.57,24624940,379.22,381.98,379.2003,1
2021-09-02,380.4,25503540,381.97,382.31,379.15,0
2021-09-01,380.58,28138310,381.04,382.71,380.37,0
2021-08-31,379.95,29628180,380.51,380.579,378.36,0
2021-08-30,380.26,27295670,376.85,380.76,376.83,1
2021-08-27,376.04,27104750,373.07,376.56,372.57,1
2021-08-26,372.42,29133330,373.92,374.62,371.97,0
2021-08-25,374.8,20441880,374.63,375.39,373.855,1
2021-08-24,374.37,21732910,373.84,374.99,373.36,1
2021-08-23,373.23,34034740,368.8,373.935,368.79,1
2021-08-20,367.73,39486030,365.06,368.14,364.74,1
2021-08-19,363.96,48499370,360.22,365.68,359.96,1
2021-08-18,362.21,38541940,365.18,366.62,361.865,0
2021-08-17,365.73,44793900,366.15,367.15,363.23,0
2021-08-16,368.98,35044110,367.67,369.02,363.7,1
2021-08-13,368.82,19336190,367.89,369.16,367.38,1
2021-08-12,367.53,26003880,365.69,367.9,364.295,1
2021-08-11,366.21,34249810,368.14,368.65,364.84,0
2021-08-10,366.84,35130800,369.26,369.56,365.62,0
2021-08-09,368.73,25960250,368.52,369.27,367.39,1
2021-08-06,368.05,33332110,368.37,369.37,366.905,0
2021-08-05,369.67,21443930,368.18,369.91,367.45,1
2021-08-04,367.34,29602240,366.77,368.32,365.63,1
2021-08-03,366.81,35558510,365.28,366.93,362.0,1
2021-08-02,364.6,27334100,366.28,366.88,363.87,0
2021-07-30,364.57,36484650,362.44,365.17,362.41,1
2021-07-29,366.48,25672530,365.25,367.6794,365.25,1
2021-07-28,365.83,42066200,365.6,367.45,363.24,1
2021-07-27,364.43,57933150,368.22,368.22,360.16,0
2021-07-26,368.49,28438130,367.49,368.89,366.601,1
2021-07-23,368.2,31960800,365.31,368.485,363.9157,1
2021-07-22,363.95,30252240,361.77,363.96,361.77,1
2021-07-21,361.56,30259860,358.35,361.56,358.12,1
2021-07-20,358.79,42183700,355.63,360.28,353.8,1
2021-07-19,354.67,64404630,354.05,355.18,352.04,1
2021-07-16,357.6,47261960,361.4,362.41,357.24,0
2021-07-15,360.52,53391560,362.98,363.19,358.46,0
2021-07-14,363.07,35336350,364.83,365.49,362.22,0
2021-07-13,362.42,39723020,362.03,365.465,361.54,1
2021-07-12,362.42,25717680,362.45,362.89,360.83,0
2021-07-09,361.01,35184530,358.17,361.5,357.57,1
2021-07-08,358.77,50890020,355.74,359.65,354.42,1
2021-07-07,360.95,35265240,362.45,362.76,358.94,0
2021-07-06,360.19,38842400,359.26,360.48,356.49,1
2021-07-02,358.64,32727240,356.52,358.97,356.28,1
2021-07-01,354.57,29289980,354.07,355.09,352.68,1
2021-06-30,354.43,32723960,354.83,355.23,353.83,0
2021-06-29,354.99,29426040,353.53,355.0199,352.67,1
2021-06-28,353.71,39130310,350.78,353.85,350.72,1
2021-06-25,349.46,28682800,350.47,350.72,348.84,0
2021-06-24,349.89,32581610,349.73,351.46,349.17,1
2021-06-23,347.74,27188450,347.51,348.92,346.88,1
2021-06-22,347.57,28941630,344.15,348.03,343.84,1
2021-06-21,344.36,32992650,342.43,344.69,340.15,1
2021-06-18,342.63,55414860,343.63,344.8082,341.86,0
2021-06-17,345.34,59722700,339.97,346.38,339.92,1
2021-06-16,341.01,55399540,342.74,343.84,337.45,0
2021-06-15,342.26,35963780,344.15,344.47,341.52,0
2021-06-14,344.51,27827720,341.68,344.52,340.46,1
2021-06-11,341.24,21222830,340.36,341.25,339.69,1
2021-06-10,340.35,33702070,337.19,340.46,336.73,1
2021-06-09,336.84,21485320,338.17,338.97,336.651,0
2021-06-08,336.76,27282820,338.395,339.29,335.03,0
2021-06-07,336.6,32611850,335.05,336.66,334.34,1
2021-06-04,335.6,38736550,331.85,336.0582,331.78,1
2021-06-03,330.0,37057830,330.55,331.86,328.28,0
2021-06-02,333.47,22047940,333.25,334.34,331.695,1
2021-06-01,332.82,31145420,335.3,335.785,331.43,0
2021-05-28,333.93,29927450,334.12,335.5699,333.6,0
2021-05-27,332.88,27931750,333.67,334.54,332.67,0
2021-05-26,334.13,25444930,333.66,334.61,332.95,1
2021-05-25,332.97,31280310,334.07,334.81,331.755,0
2021-05-24,332.51,32475770,329.37,333.67,326.9032,1
2021-05-21,327.01,50330450,330.43,330.86,326.64,0
2021-05-20,328.83,46466140,324.12,329.71,323.89,1
2021-05-19,322.59,66319110,316.66,322.9,316.3,1
2021-05-18,322.22,36528450,325.39,326.65,321.94,0
2021-05-17,324.41,39187120,324.63,326.3721,321.45,0
2021-05-14,326.39,44370020,322.6,327.33,322.08,1
2021-05-13,319.34,69877770,319.92,322.4,316.9,0
2021-05-12,316.89,91164860,320.23,322.62,316.0,0
2021-05-11,325.31,71963610,319.7,326.1299,319.02,1
2021-05-10,325.76,60700460,332.78,332.96,325.55,0
2021-05-07,334.2,53324460,334.37,336.65,331.6914,0
2021-05-06,331.51,46814280,328.76,331.67,326.45,1
2021-05-05,329.03,46219310,332.25,333.14,328.23,0
2021-05-04,330.14,65146970,333.56,333.89,326.21,0
2021-05-03,336.19,29729730,339.23,340.0,335.73,0
2021-04-30,337.99,38263420,337.7,340.26,337.05,1
2021-04-29,340.22,37708880,342.37,342.8,336.9001,0
2021-04-28,339.0,33615700,339.81,340.85,338.3301,0
2021-04-27,340.15,33187180,341.93,342.15,339.17,0
2021-04-26,341.63,30811970,339.67,341.92,338.9,1
2021-04-23,339.42,36414920,335.85,340.767,335.85,1
2021-04-22,335.2,45936140,338.89,339.9,334.01,0
2021-04-21,339.29,36598080,335.09,339.48,333.97,1
2021-04-20,336.41,38081820,338.2,339.52,334.3816,0
2021-04-19,338.88,34533130,340.39,341.58,336.9016,0
2021-04-16,342.01,40860100,342.15,342.23,340.08,0
2021-04-15,341.61,36342820,339.47,342.01,336.2153,1
2021-04-14,336.51,42564340,340.85,340.98,335.67,0
2021-04-13,340.6,30374030,338.24,341.08,338.02,1
2021-04-12,336.67,25833010,336.04,337.1,334.73,1
2021-04-09,337.11,36664890,333.68,337.32,332.92,1
2021-04-08,335.08,29940800,334.56,335.27,333.7399,1
2021-04-07,331.62,32046380,330.33,332.48,329.37,1
2021-04-06,330.82,33537210,330.73,332.83,330.02,1
2021-04-05,331.05,42172480,327.13,331.84,324.6375,1
2021-04-01,324.57,55685600,323.07,324.71,322.81,1
2021-03-31,319.13,55032540,316.16,320.74,315.81,1
2021-03-30,314.32,44635680,313.89,314.91,311.54,1
2021-03-29,315.91,54607960,315.45,316.99,312.47,1
2021-03-26,316.0,63519630,311.11,316.33,309.67,1
2021-03-25,311.33,78729010,309.968,312.885,307.3899,1
2021-03-24,311.87,64803730,318.63,318.67,311.72,0
2021-03-23,317.22,53455410,319.73,321.09,316.375,0
2021-03-22,318.61,56194760,315.21,320.74,315.21,1
2021-03-19,313.14,78446200,311.87,314.73,309.6601,1
2021-03-18,312.04,82942270,316.87,317.8801,311.57,0
2021-03-17,321.9,78258730,317.45,323.85,315.68,1
2021-03-16,320.58,54925900,321.09,324.2,319.1,0
2021-03-15,318.83,43123180,315.79,319.0,314.095,1
2021-03-12,315.46,69315600,313.86,318.2302,311.391,1
2021-03-11,318.04,53484800,315.77,319.86,314.85,1
2021-03-10,310.88,76798070,316.16,316.47,310.17,0
2021-03-09,311.77,80391110,307.47,313.73,306.92,1
2021-03-08,299.94,88409780,308.12,310.06,299.51,0
2021-03-05,308.68,121523700,306.795,309.609,297.45,1
2021-03-04,304.1,139131600,308.78,312.04,300.11,0
2021-03-03,309.16,86301070,317.27,318.24,309.1,0
2021-03-02,318.4,48370030,324.25,324.33,318.14,0
2021-03-01,323.59,49164520,319.27,323.94,317.935,1
2021-02-26,314.14,104739800,315.85,319.11,310.88,0
2021-02-25,312.83,110182600,321.39,324.03,311.24,0
2021-02-24,324.13,58206270,318.74,324.45,315.96,1
2021-02-23,321.48,97241940,317.0,323.2,311.0,1
2021-02-22,322.44,47256940,326.5,327.8,322.23,0
2021-02-19,331.02,39157680,333.86,333.99,329.97,0
2021-02-18,332.47,32236240,330.23,333.8661,328.36,1
2021-02-17,333.93,31467460,332.47,335.657,330.17,1
2021-02-16,335.54,27080780,337.27,338.19,334.34,0
2021-02-12,336.45,20346820,333.71,336.62,332.63,1
2021-02-11,334.58,22046070,334.33,335.0,332.12,1
2021-02-10,332.75,28068700,334.99,335.46,329.5,0
2021-02-09,333.51,17597480,332.62,334.81,332.61,1
2021-02-08,333.58,20462810,333.1,333.74,331.41,1
2021-02-05,331.36,22731960,331.22,332.4025,329.53,1
2021-02-04,330.24,22350950,327.82,330.33,326.46,1
2021-02-03,326.38,24824520,329.82,330.195,326.32,0
2021-02-02,327.68,33930840,325.48,328.87,325.31,1
2021-02-01,322.42,35646010,318.11,323.54,316.02,1
2021-01-29,314.56,55259020,319.58,320.7193,312.76,0
2021-01-28,321.32,42836320,320.67,326.42,320.03,1
2021-01-27,319.43,55263990,326.26,326.27,317.36,0
2021-01-26,328.59,25498110,328.85,329.76,327.22,0
2021-01-25,328.11,39080640,328.91,330.32,321.41,0
2021-01-22,325.42,21609440,325.29,326.46,324.71,1
2021-01-21,326.36,25316940,325.15,327.13,323.73,1
2021-01-20,323.77,30728100,320.14,324.74,316.509,1
2021-01-19,316.41,24537050,314.25,316.93,313.12,1
2021-01-15,311.86,35118720,314.13,315.12,310.58,0
2021-01-14,314.35,23500130,316.5,317.53,313.8616,0
2021-01-13,316.04,22898420,314.19,316.86,313.57,1
2021-01-12,313.92,29266760,314.46,315.58,311.2,0
2021-01-11,314.42,32869100,315.98,317.19,313.75,0
2021-01-08,319.03,33955850,317.34,319.39,315.0814,1
2021-01-07,314.98,30394830,310.28,315.84,310.25,1
2021-01-06,307.54,52809620,307.0,311.88,305.98,1
2021-01-05,311.86,29323410,308.29,312.14,308.29,1
2021-01-04,309.31,45305900,315.11,315.29,305.18,0
